Price,Close,High,Low,Open,Volume
Ticker,ITC.NS,ITC.NS,ITC.NS,ITC.NS,ITC.NS
Date,,,,,
2024-10-10,475.6402587890625,479.1202056993322,473.12699165925847,478.83022241507035,12799333
2024-10-11,471.9186706542969,477.4769096719384,471.1453327432518,476.55858012126765,14394986
2024-10-14,480.3768615722656,482.35848281798064,472.3536466631737,474.62528068863423,6712103
2024-10-15,481.9234924316406,482.74515108177496,478.0085705395885,481.39184656969684,8037662
2024-10-16,476.7519226074219,482.2134907059612,475.9302639820182,479.4585315501135,6682083
2024-10-17,472.5953063964844,478.49187888472574,471.7253270621135,478.49187888472574,7385299
2024-10-18,470.4687194824219,475.1569499040525,462.4455041787358,472.4503408255961,21778099
2024-10-21,467.5204162597656,471.33869678197664,461.43053111023625,470.4687174034476,7395274
2024-10-22,465.7320861816406,472.11198383477785,464.76543591600847,467.52039507302516,12299288
2024-10-23,464.3304748535156,467.18207552233656,463.5088162032423,464.95879164496256,10162570
2024-10-24,455.96893310546875,466.3120730438384,454.3256158863755,465.9254188451766,13092399
2024-10-25,466.2154235839844,477.0419186439185,458.3855798261637,459.9321966920179,30961625
2024-10-28,468.00372314453125,469.69536112000964,460.1255293301254,465.8771102466821,8614446
2024-10-29,471.6770324707031,472.88534536308646,465.2487842833624,468.82540224474775,6866704
2024-10-30,475.15692138671875,476.80023862132936,470.27534939539123,471.67700406607815,6393835
2024-10-31,472.4986572265625,476.55860030699887,468.5354145764058,475.5919500021165,7810874
2024-11-01,473.9486083984375,475.6885965579633,472.98195814308696,474.62527537711276,1461602
2024-11-04,468.4387512207031,476.993612457211,463.55714940221503,476.993612457211,8429731
2024-11-05,464.18548583984375,468.87371619478006,461.0438723649797,466.8437741647287,7327830
2024-11-06,465.0554504394531,468.24538452807076,462.0588287047917,464.1854710970869,11313985
2024-11-07,461.9621887207031,466.60212802382017,460.2222299194262,465.6837984065852,8924280
2024-11-08,462.107177734375,464.66882470473314,458.7722518009831,461.962186085067,6090462
2024-11-11,461.04388427734375,465.44213145586406,458.28892495131566,462.10717603491,5488948
2024-11-12,457.0805969238281,462.01051931786475,455.43727962587394,461.6721858153653,5041916
2024-11-13,456.4523010253906,458.8689268683886,452.6340203935229,454.3739792005506,11120381
2024-11-14,450.41070556640625,457.1772574633165,446.8340877638236,455.48561948908895,11639562
2024-11-18,450.99066162109375,452.1989744316741,446.59241479051093,450.45901578436815,8135260
2024-11-19,451.7640075683594,457.95056336878537,450.7006863761397,452.39232434109033,6857374
2024-11-21,441.9041748046875,448.57405591524866,440.2125367947714,445.6257843264681,19559847
2024-11-22,458.820556640625,460.60886558641363,440.30920939058007,440.9858763970382,19464568
2024-11-25,460.89886474609375,466.1188001189178,456.64560920142304,463.0255072683426,13891991
2024-11-26,461.0921936035156,466.5537619045145,458.28891363041964,463.9921445066824,6539846
2024-11-27,461.04388427734375,464.08882690092145,457.22560369392255,461.5755301561269,7067013
2024-11-28,459.0622253417969,467.6654071825174,454.85729060228294,461.0921968884408,14412539
2024-11-29,460.85052490234375,462.9288171220221,456.83893210625286,457.41892817914174,8346687
2024-12-02,461.2855224609375,463.31546443607334,457.61223372057333,460.12553033243825,5478598
2024-12-03,456.79058837890625,457.6122470355152,447.3174272198851,450.45904070117,22218251
2024-12-04,451.5223388671875,462.25216257048396,450.84567189047095,458.57887391089014,13439484
2024-12-05,451.90899658203125,456.983910447391,447.0757452816887,451.95731729510476,26415053
2024-12-06,455.437255859375,459.1105444808137,452.10233022260456,454.3256139804515,7551407
2024-12-09,449.4440612792969,456.25893398055933,447.51076071158263,455.7756088386308,11703384
2024-12-10,449.9273681640625,450.8940184086949,447.1724090668954,449.8306972396344,8823805
2024-12-11,449.7340393066406,452.58566941061065,449.20239345666494,451.61901913805474,6745816
2024-12-12,445.2391052246094,452.2956401573543,443.83745058051835,449.9756854876727,12884401
2024-12-13,454.32562255859375,458.5788778059858,436.5875843736284,444.6591199509641,31753858
2024-12-16,454.42230224609375,458.5788866475853,452.39233075938785,454.56729388803876,9007264
2024-12-17,453.890625,459.93218922106183,447.60739821009577,454.3256294238466,19844152
2024-12-18,454.8089294433594,457.9988633759763,451.3289827442531,456.9355717316531,12365167
2024-12-19,450.99066162109375,458.53055125901005,449.7823488105133,453.35896652976106,14599270
2024-12-20,449.154052734375,451.8606912546216,443.9824677669532,450.94236167635785,19481288
2024-12-23,458.43389892578125,461.7688542181605,452.00568041276495,455.4856273483291,18837469
2024-12-24,462.49383544921875,464.2337941426918,456.88724615946916,459.06220927622303,11564497
2024-12-26,461.04388427734375,465.7804649695564,460.12555466872544,464.52380184724575,8848065
2024-12-27,462.63885498046875,465.82878927741564,460.12555821629667,463.75049696274857,16279450
2024-12-30,461.0921936035156,465.39379924314346,460.1255433024601,464.7171322324741,13074810
2024-12-31,467.5204162597656,468.4870665692037,458.7238925439138,462.4938523505834,13276195
2025-01-01,467.8104248046875,470.6137047766384,466.0704365636025,469.7920461211115,18229128
2025-01-02,472.74029541015625,473.6586249523407,466.215406188874,469.16370716653336,26124980
2025-01-03,465.5387878417969,474.625294712291,463.84714982601986,473.9003069912437,37072992
2025-01-06,427.88775634765625,446.35078327762176,426.53445180563205,440.4058897359901,22009958
2025-01-07,426.38946533203125,432.6726924603659,425.4711357210362,430.6427208727847,14294780
2025-01-08,434.5576171875,436.97424286310576,422.5228390228783,428.2260697173429,13482926
2025-01-09,435.08929443359375,445.2874430291975,431.17434312214294,434.4126274415429,19732649
2025-01-10,430.0627136230469,436.92593666981674,427.74275879733165,434.94431534989513,9145729
2025-01-13,424.4078063964844,429.19273722630277,420.4928844446885,420.4928844446885,17799607
2025-01-14,422.0395202636719,426.77610075945154,421.3145325500375,426.29277561702855,18048459
2025-01-15,422.7645263671875,427.066102621971,420.8312257133989,422.0395386220168,9786805
2025-01-16,418.41455078125,424.79444808982385,416.72291290775513,423.4411141911693,15774070
2025-01-17,425.51947021484375,427.0660870817343,418.0762511686735,418.5595763145332,11270061
2025-01-20,423.10284423828125,426.48612025732217,421.4595269433882,424.35947781685184,8742771
2025-01-21,422.95782470703125,432.09268179319355,420.7345408288311,423.39282913963933,15686500
2025-01-22,422.4261779785156,427.2111087280882,421.99117354679964,425.2294579278358,9619648
2025-01-23,425.51947021484375,427.1144372962157,419.6228975353898,420.49287689797217,8888248
2025-01-24,426.8727722167969,430.15937728937985,424.40779628749044,424.74612978757085,9665384
2025-01-27,425.42279052734375,430.15937095928996,421.9911643624925,426.09942801772166,10480203
2025-01-28,420.9278869628906,427.06609279760266,420.00955737353587,425.32613404915026,20813072
2025-01-29,418.89788818359375,422.90948078709505,415.7562748977468,421.4111847122362,15158510
2025-01-30,421.65289306640625,423.3928518906835,417.0613039191899,418.55960015677164,22496695
2025-01-31,432.5760192871094,433.2526863127406,420.5895611889515,421.94286574038716,13546181
2025-02-01,447.1240539550781,455.775585349662,424.8910985721678,433.05930484973186,30393007
2025-02-03,439.19757080078125,449.68573248191484,437.21591998094135,446.59243971426656,16991730
2025-02-04,439.9708557128906,444.9974488165376,433.78430000828064,442.7258148273928,18923681
2025-02-05,433.2043151855469,440.64753410889205,431.6093481304944,439.9708671159242,12836283
2025-02-06,426.38946533203125,434.9926473462472,423.5861852824319,434.9926473462472,17469129
2025-02-07,416.48126220703125,430.64268233677166,414.1129573168095,425.32610601162634,18875982
2025-02-10,412.9530029296875,418.84954591665235,412.2763359476629,412.7596610777305,12227140
2025-02-11,404.34979248046875,416.1912581807673,403.5764840713996,414.4996202235818,14288751
2025-02-12,402.48419189453125,406.3136281355489,400.2258148708563,405.6753937562897,13884574
2025-02-13,402.287841796875,406.46095206462076,401.60049400188456,402.5333188714483,12989029
2025-02-14,402.8278503417969,408.6702162817502,401.01131412778494,404.30071268308313,14124236
2025-02-17,401.2077331542969,403.95706437920165,399.39119682530554,402.3860051226291,11975265
2025-02-18,397.9183349609375,403.4170273840887,396.69094959708514,400.6185827614127,12998403
2025-02-19,399.0475158691406,401.40408972956527,397.1818961448654,397.4764566403701,7079032
2025-02-20,394.7762145996094,396.5927509227199,389.03207509597695,392.71423117033765,15355585
2025-02-21,393.6470031738281,395.9544935060131,391.9777771631228,394.7761916445472,8240986
2025-02-24,394.6289367675781,396.10179920634647,391.53593163925717,392.7633170048975,7037625
2025-02-25,397.52557373046875,399.63667054245303,393.25426671315097,394.7271291352976,15760891
2025-02-27,394.3343505859375,399.1456949128277,392.2723373128528,397.525552328783,19051003
2025-02-28,387.853759765625,395.218071659909,385.1044286446103,391.7813927759098,31954776
2025-03-03,390.25946044921875,391.78140630708367,384.12253365869424,388.7865980194929,10702826
2025-03-04,387.70648193359375,390.01397233458835,385.7426654162302,388.2465194896839,13404774
2025-03-05,397.721923828125,405.2826293231856,387.3628037989018,387.3628037989018,15665018
2025-03-06,398.3601989746094,402.28783207284374,393.3033473882626,401.747764542559,17869996
2025-03-07,396.5927429199219,398.50747602613745,394.432562712498,396.2490690334906,11180761
2025-03-10,397.6728515625,399.489387865199,393.1560675022779,393.7943018882363,9785018
2025-03-11,398.85113525390625,401.01131538193874,393.94159410093084,394.23615458392493,11099475
2025-03-12,404.93896484375,405.8226762942879,396.69094136295917,399.0475152195476,13844306
2025-03-13,404.59527587890625,406.90276622215737,400.8149531499511,405.5281006874954,8196569
2025-03-17,400.5694885253906,408.719315135297,399.63666368784595,405.5281132753817,5257805
2025-03-18,400.5694885253906,400.5694885253906,400.5694885253906,400.5694885253906,0
2025-03-19,395.75811767578125,403.31882336844717,395.3162769319527,402.5823921632704,12830387
2025-03-20,396.641845703125,399.2929799729773,394.62891583099076,397.6728373693795,16994037
2025-03-21,398.212890625,400.12762375553666,394.4325677226245,398.60567790903195,25302035
2025-03-24,403.4660949707031,405.38082804931764,398.2619932184889,399.6366587789359,14362572
2025-03-25,402.385986328125,407.73739824308706,401.3059112323006,404.5461964506968,20338110
2025-03-26,399.9803466796875,403.76069957751406,398.90024157095667,402.8769581468943,13891436
2025-03-27,402.0423583984375,403.2697437519979,398.3110889443362,400.6185794021223,18642328
2025-03-28,402.3369140625,408.08108344123156,400.7658548357284,403.46610258111434,12981873
2025-04-01,399.2929992675781,406.90278849853894,398.2620075515041,402.38600438126315,15206240
2025-04-02,401.6495666503906,402.5823914949175,398.7038418345742,399.685750106513,8001323
2025-04-03,401.99322509765625,402.7787696643111,399.34209084453187,399.68573475414075,7059566
2025-04-04,402.287841796875,405.3317335492131,397.1819066595655,400.12763155444486,18627592
2025-04-07,398.7038269042969,400.71675676567065,383.09149195819776,383.09149195819776,26762866
2025-04-08,405.08624267578125,408.2774445365288,399.88214085828554,404.4480082967242,18600796
2025-04-09,408.7684020996094,411.4686498505965,403.8097773067089,405.52811678460984,21785572
2025-04-11,413.92340087890625,414.8071422550909,409.4557304346882,412.40145511407445,8939356
2025-04-15,412.7942199707031,421.4350305010776,411.4195544215754,421.4350305010776,11685880
2025-04-16,416.7709655761719,418.3419947920321,410.4376454249374,410.4376454249374,13034594
2025-04-17,419.5202941894531,420.10944512464874,413.92340525328643,417.3110006565654,22410217
2025-04-21,415.1999206542969,421.336847381582,413.87433848811077,420.3058257121206,27388236
2025-04-22,425.75543212890625,426.9337040743589,415.88723603001415,418.24383985184426,32031936
2025-04-23,423.05517578125,429.53577622856506,421.0913592799704,428.3083909152653,19566317
2025-04-24,422.2696228027344,428.16107218939527,421.53319162940176,424.0370755980093,26064089
2025-04-25,420.0603332519531,424.87170760222523,415.6417461702055,422.2696267928269,22944377
2025-04-28,421.042236328125,422.71149230249586,417.06551998951244,418.9311396302756,6287095
2025-04-29,418.29290771484375,421.82778335059663,417.31099948077133,421.14043560056143,11189930
2025-04-30,418.0965270996094,421.5332060258665,414.3652876801437,419.6675863161336,10026546
2025-05-02,421.7295837402344,423.69340019536935,416.42728530446215,416.42728530446215,9263372
2025-05-05,429.0448303222656,430.56677615372786,421.5823214813549,422.4660329307672,11525305
2025-05-06,427.6701354980469,431.69596540271175,425.16628139288804,429.5848686129065,15026568
2025-05-07,423.3497314453125,427.13008416028316,421.9259824773884,425.5590249840726,9710361
2025-05-08,422.8096923828125,423.6934038020536,415.88722134025767,421.2386332122387,19937960
2025-05-09,415.8872375488281,421.38592987740896,415.34719998420627,418.24384137926455,8226512
2025-05-12,427.6210632324219,428.3084110263286,420.40403125825395,421.7296134519522,8031891
2025-05-13,420.1585388183594,430.026734819032,417.654684739414,427.0318966442069,14976369
2025-05-14,421.33685302734375,424.0371008235316,418.1947345146855,419.3730364482981,9557309
2025-05-15,424.8226013183594,427.52284902460343,418.2929174036252,421.3368389928473,24263510
2025-05-16,427.81744384765625,428.3083979810754,424.2825680939457,427.03189925490824,16402035
2025-05-19,427.4737548828125,430.56675982116076,424.822590669679,427.1300810084491,7543854
2025-05-20,427.0318908691406,432.82514353663043,425.068074374028,429.09390418210114,9868414
2025-05-21,425.1662902832031,430.27222538595333,424.184381991556,428.70116612622536,5776672
2025-05-22,418.39111328125,425.1662742449478,415.248994880322,425.1662742449478,19451749
2025-05-23,428.40655517578125,431.05771942265187,421.2386369756667,426.14817819915925,18536884
2025-05-26,434.8871765136719,435.5254109103499,428.8484465112427,430.32130894917486,13107662
2025-05-27,426.04998779296875,436.1636608448351,423.0551795877558,434.8871621282408,26986022
2025-05-28,420.20001220703125,422.6000061035156,413.0,417.70001220703125,431851622
2025-05-29,418.75,422.79998779296875,416.6000061035156,422.0,21478547
2025-05-30,418.04998779296875,420.04998779296875,416.3999938964844,419.1000061035156,30656239
2025-06-02,419.29998779296875,420.45001220703125,414.54998779296875,418.29998779296875,14973380
2025-06-03,416.95001220703125,421.70001220703125,415.6499938964844,419.0,13216486
2025-06-04,417.0,419.0,415.95001220703125,417.1499938964844,12598933
2025-06-05,419.1000061035156,420.95001220703125,415.75,418.5,13212523
2025-06-06,421.04998779296875,421.29998779296875,419.0,420.29998779296875,8774988
2025-06-09,423.04998779296875,423.6000061035156,420.5,422.0,10473123
2025-06-10,427.0,428.54998779296875,423.04998779296875,424.5,13041075
2025-06-11,426.1499938964844,428.1000061035156,424.8500061035156,428.0,20789182
2025-06-12,421.0,427.20001220703125,419.54998779296875,427.0,18508835
2025-06-13,413.8999938964844,419.3500061035156,413.5,415.0,17873926
2025-06-16,418.20001220703125,418.8999938964844,413.25,414.95001220703125,7006629
2025-06-17,417.3999938964844,419.04998779296875,415.70001220703125,418.1000061035156,9028406
2025-06-18,415.8999938964844,418.45001220703125,414.8999938964844,417.0,8036215
2025-06-19,416.0,418.25,414.79998779296875,415.6499938964844,12601006
2025-06-20,418.54998779296875,419.5,416.0,416.0,13203184
2025-06-23,413.8999938964844,417.5,411.75,417.0,14839890
2025-06-24,414.3500061035156,420.6499938964844,413.75,416.8999938964844,16690068
2025-06-25,416.3500061035156,418.1499938964844,415.1000061035156,416.3999938964844,9946718
2025-06-26,420.29998779296875,420.8999938964844,416.25,417.20001220703125,13703918
2025-06-27,418.6499938964844,422.0,417.79998779296875,421.0,21409935
2025-06-30,416.45001220703125,420.75,415.79998779296875,419.79998779296875,12317124
2025-07-01,415.1000061035156,418.8500061035156,414.8999938964844,417.0,13670465
2025-07-02,412.95001220703125,416.8999938964844,411.70001220703125,416.8999938964844,15990899
2025-07-03,413.3500061035156,416.0,411.25,414.0,14185298
2025-07-04,412.54998779296875,415.0,411.75,414.8999938964844,8256733
2025-07-07,416.1499938964844,417.20001220703125,412.0,413.0,6845218
2025-07-08,417.20001220703125,418.1000061035156,414.6499938964844,416.1499938964844,6807192
2025-07-09,419.45001220703125,420.29998779296875,415.45001220703125,416.20001220703125,9930533
2025-07-10,416.8500061035156,420.29998779296875,416.3999938964844,420.29998779296875,6220360
2025-07-11,416.79998779296875,418.04998779296875,415.5,417.0,8578844
2025-07-14,419.3999938964844,419.95001220703125,416.54998779296875,417.04998779296875,6896989
2025-07-15,422.1000061035156,422.3999938964844,419.0,420.8999938964844,8532755
2025-07-16,424.6000061035156,425.45001220703125,420.29998779296875,422.1000061035156,9780773
2025-07-17,423.95001220703125,425.8999938964844,423.0,425.79998779296875,7240795
2025-07-18,422.75,425.20001220703125,420.1000061035156,425.20001220703125,6730256
2025-07-21,420.1000061035156,422.75,418.3999938964844,422.0,4822343
2025-07-22,416.0,420.3999938964844,415.20001220703125,420.1000061035156,9869507
2025-07-23,414.95001220703125,417.8999938964844,414.0,417.1000061035156,12196187
2025-07-24,409.95001220703125,415.8500061035156,409.45001220703125,415.8500061035156,9005157
2025-07-25,409.3999938964844,410.25,407.75,410.0,5824089
2025-07-28,409.8999938964844,410.8500061035156,408.6000061035156,410.79998779296875,8123337
2025-07-29,408.45001220703125,411.3999938964844,408.0,410.0,6811772
2025-07-30,407.6000061035156,409.29998779296875,405.75,409.0,10915863
2025-07-31,411.95001220703125,414.0,405.54998779296875,405.95001220703125,19364174
2025-08-01,416.45001220703125,419.3500061035156,411.79998779296875,412.3999938964844,14324065
2025-08-04,416.8500061035156,422.5,415.1000061035156,420.20001220703125,18352458
2025-08-05,414.1499938964844,417.95001220703125,413.0,417.20001220703125,8495104
2025-08-06,412.0,415.0,410.5,414.1499938964844,9080543
2025-08-07,413.6000061035156,414.75,411.6499938964844,412.0,11514878
2025-08-08,414.5,415.3500061035156,412.95001220703125,413.8999938964844,9814361
2025-08-11,416.8500061035156,417.0,414.0,414.5,8514272
2025-08-12,416.3500061035156,419.79998779296875,415.29998779296875,417.0,13635535
